receiver_id,pair_id,direction,split,history_regime,y_boundary,vy_boundary,x_boundary,vx_boundary,gravity_true,aligned_color,conflict_color,gravity_hat_aligned,gravity_hat_conflict,recovery_denominator,aligned_valid,conflict_valid,aligned_video_path,conflict_video_path,aligned_input_video_sha256,conflict_input_video_sha256,generation_seed
eval_50224_low,eval_50224_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.016963296439720825,red,blue,0.017283455155078228,0.02544997589940789,-0.008166520744329664,True,True,source:eval_50224_low_aligned.mp4,source:eval_50224_low_conflict.mp4,44bf76369540e6b678b9b8d4d0df3b381b46a823681aad47af77d33a5a3a6eb6,7d46f038d5409aa6c85c8128c6cd0e8507bc4c3b484c221bdebc3fd08b928016,17050224
eval_50306_low,eval_50306_low,low,train,hist32,0.65,0.0,0.5,0.0,0.004591784435635975,red,blue,0.004441793948753974,0.01296646620077879,-0.008524672252024816,True,True,source:eval_50306_low_aligned.mp4,source:eval_50306_low_conflict.mp4,b0fae31713c28605df25bea51d75fed456a88667a8b6c685ed9c9d69a02a0234,5acf59ad2305f1ca847998190a6e05069173de8e4bd6d92a2f6fddb19a35bbdb,17050306
eval_50248_low,eval_50248_low,low,train,hist32,0.65,0.0,0.5,0.0,0.014908453957815069,red,blue,0.015307901013793037,0.022911105096375253,-0.007603204082582216,True,True,source:eval_50248_low_aligned.mp4,source:eval_50248_low_conflict.mp4,d9b856f4cf1f1452ba443a2c716aa5a534ee0fc3f32373476d6f8d73bc8ddbd7,29e9aab7e0b17d629c9c7c569325fd68c78bd1b058e6508a191ace9508c73835,17050248
eval_50112_low,eval_50112_low,low,train,hist32,0.65,0.0,0.5,0.0,0.0038718979795054707,red,blue,0.003788566849331258,0.011833296850183316,-0.008044730000852058,True,True,source:eval_50112_low_aligned.mp4,source:eval_50112_low_conflict.mp4,ad91120448304a5171e1800688e83ed36d05dabbc1c04c4268fa7ce86d275bee,7b5cf91581ce4c5a2b4fcd529b83ba3cc85b6821f9c5796c96e1ae7f8c744d14,17050112
eval_50065_low,eval_50065_low,low,train,hist32,0.65,0.0,0.5,0.0,0.01636905420938832,red,blue,0.015943696090709412,0.02429702881933679,-0.008353332728627379,True,True,source:eval_50065_low_aligned.mp4,source:eval_50065_low_conflict.mp4,847a23eedf50572dc86165bb82074ba4d83572b9d6b747bb4eaa6de6c9c166ff,ee95bbd71a76437aea22fe051d12d643a03b6148655b40cb9a6138046d468571,17050065
eval_50084_low,eval_50084_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.005143582295106868,red,blue,0.004945824665685711,0.01290354126472237,-0.007957716599036659,True,True,source:eval_50084_low_aligned.mp4,source:eval_50084_low_conflict.mp4,0ee5a03c7ef7267a6cf8b4ea0af49a71210118748f8afc2c7a3ebb887337dcef,546e9629dc88013c70b424170c5f01eab2e44acc1b561e660168a151d47ed8da,17050084
eval_50083_low,eval_50083_low,low,train,hist32,0.65,0.0,0.5,0.0,0.005897655666465315,red,blue,0.006227945373117139,0.013566626078742412,-0.007338680705625273,True,True,source:eval_50083_low_aligned.mp4,source:eval_50083_low_conflict.mp4,f712b10ef8f5fb9e290368158c6936e697be5e1c5361b35012d7d992589d18b7,ed329060d4ab26468742778bb412fe958dccbb179b3d68b52cfa67b1044f8429,17050083
eval_50300_low,eval_50300_low,low,train,hist32,0.65,0.0,0.5,0.0,0.006517293775313102,red,blue,0.006738922095942451,0.01415193924692704,-0.0074130171509845895,True,True,source:eval_50300_low_aligned.mp4,source:eval_50300_low_conflict.mp4,f7bc6f13c27832e6dc835698f26519024a0065a596056c4e9b9b0a38c6cf7bd3,e1c439e014185d87a8e4d68fdd594d15b74b5ced809aafad41a60e7de12ec140,17050300
eval_50198_low,eval_50198_low,low,train,hist32,0.65,0.0,0.5,0.0,0.016874775906804973,red,blue,0.016699794032464493,0.024482739304740653,-0.007782945272276159,True,True,source:eval_50198_low_aligned.mp4,source:eval_50198_low_conflict.mp4,3a479974043311214e504af204d7fb8ee64c45d101f97fec87af7b4d0be3057d,e8fd33b1005724455136e1bbe406befc9942dde469665e08c12506a344dda9bd,17050198
eval_50304_low,eval_50304_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.005343309461952666,red,blue,0.005552155621460983,0.012829311330608033,-0.0072771557091470505,True,True,source:eval_50304_low_aligned.mp4,source:eval_50304_low_conflict.mp4,f0b38aa3ed64bf4bdf49150d26767288daf3d0e2a4c2bc343c950058e2bea41a,1d9034207fb944dc50375d596557d9af8a803002395e136eabc829c8c386254a,17050304
eval_50155_low,eval_50155_low,low,train,hist32,0.65,0.0,0.5,0.0,0.0051271084206409075,red,blue,0.00513304536375201,0.012370803253785876,-0.007237757890033865,True,True,source:eval_50155_low_aligned.mp4,source:eval_50155_low_conflict.mp4,d3f6eb06417119a7644427ac18d8a00f0d9b7bf3f55ae55cc1b15bc80cac05c1,d89bea4f8bc44cd883a2b9f2a7ba76541a6aa0f2cb2f518d7c6d09a3410214b6,17050155
eval_50138_low,eval_50138_low,low,train,hist32,0.65,0.0,0.5,0.0,0.0034086348735981294,red,blue,0.003496285235534627,0.010383137401729971,-0.0068868521661953445,True,True,source:eval_50138_low_aligned.mp4,source:eval_50138_low_conflict.mp4,d52963153d3bc9aa34841d0dbdd739040cc13c3b125ea97e701ecfd66493352f,5e911a8a99e0b62f69f2c1726cf00fe7aa9bb2191a9cb30a2f468f64d43edd2c,17050138
eval_50051_low,eval_50051_low,low,train,hist32,0.65,0.0,0.5,0.0,0.012301009529250995,red,blue,0.012337148102211454,0.019218936279512284,-0.00688178817730083,True,True,source:eval_50051_low_aligned.mp4,source:eval_50051_low_conflict.mp4,1854a33abfa805f9d39f57cbbae7864effbba8f8b8cbc2d3a592ed5ab685b618,af4a59f74c54163765d064773550018d178420bbb40b5b1392c8a341e3265042,17050051
eval_50168_low,eval_50168_low,low,train,hist32,0.65,0.0,0.5,0.0,0.004949743462651742,red,blue,0.004931275041623499,0.011807613286583212,-0.006876338244959713,True,True,source:eval_50168_low_aligned.mp4,source:eval_50168_low_conflict.mp4,935a0b404027f50b7eb003a9f5470dc43eb7188cdbcba41152d30367bb31047a,a9f3d18b52af56528e2c1a76cdd177cdcd99eb526e4775bbaf6abc373f9d4dc1,17050168
eval_50005_low,eval_50005_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.007266470942510986,red,blue,0.006862231475129824,0.014106756028437886,-0.007244524553308061,True,True,source:eval_50005_low_aligned.mp4,source:eval_50005_low_conflict.mp4,2cd1efa5f9245582adfd4b6ae7536f80216df84bee9a7ec6db17fa762744d99f,33532e527993128fb9ad4ba168d10444ee677ab9ea9ae05f9065c3fb8fa96d5e,17050005
eval_50047_low,eval_50047_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.01691397692932508,red,blue,0.01676586524119642,0.023563188214477223,-0.006797322973280805,True,True,source:eval_50047_low_aligned.mp4,source:eval_50047_low_conflict.mp4,da60b73ba761b62bc61a99a24d77c9b722b588f42c9a8126540371b8913e9b10,40a1a72c3ec65d92f768b20ccc0f6e0e3a15ffa656e3e7c3d51a3f50351f7434,17050047
eval_50194_low,eval_50194_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.015808136250662082,red,blue,0.015242655007474305,0.022283532288386827,-0.007040877280912522,True,True,source:eval_50194_low_aligned.mp4,source:eval_50194_low_conflict.mp4,23df0e3909b357638c8dae37da6a9e270273ea873461a88ba410c39612493c0c,111ef5ea1cc57b14fe773ad1b0bdfecf3866657af5a62c615529c957dc656e9d,17050194
eval_50193_low,eval_50193_low,low,train,hist32,0.65,0.0,0.5,0.0,0.0030567594630960893,red,blue,0.003327191180820093,0.009453864207693195,-0.006126673026873102,True,True,source:eval_50193_low_aligned.mp4,source:eval_50193_low_conflict.mp4,a2d07c8520a98bcda7bf20743d982cdba8d0195983689bc131fc7e9675ec9047,2264ac7b0981385b3e48c638a74fd8e4b083b4b3354fc03f83a6deff6f2a1b4c,17050193
eval_50094_low,eval_50094_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.013824462996421386,red,blue,0.01330545647404268,0.020151873612454997,-0.006846417138412317,True,True,source:eval_50094_low_aligned.mp4,source:eval_50094_low_conflict.mp4,7544fd0f36b3cd5a9c55005a408557a4e6a5d65b4cdeb3185517b0ed0a5769f7,447a9ce00f0cef1214749ce311fdef5493c9484df9962124e430391ec6702829,17050094
eval_50081_low,eval_50081_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.003831881469574032,red,blue,0.003263436451231198,0.010129783627780083,-0.006866347176548885,True,True,source:eval_50081_low_aligned.mp4,source:eval_50081_low_conflict.mp4,cfd4d5c9b85494cc27aee9607f4f11e5dcfd5ba20065ace65b02e947ba09063b,b58472efc3eb79da425ed207c6d8d35623fa2a14528b30ec3fa65354cb28d71a,17050081
eval_50087_low,eval_50087_low,low,train,hist32,0.65,0.0,0.5,0.0,0.01690623040688922,red,blue,0.016692213468151106,0.023179238693669325,-0.006487025225518219,True,True,source:eval_50087_low_aligned.mp4,source:eval_50087_low_conflict.mp4,77e9df02b79ed046df00680e483a197c03a97b41758940556843e6dc190568f1,613d017db36c88e55ea81bd4565f40a333f53a309e989be65a5bf37a55a65667,17050087
eval_50032_low,eval_50032_low,low,train,hist32,0.65,0.0,0.5,0.0,0.013768197958166802,red,blue,0.014036727638646569,0.0199338228521074,-0.00589709521346083,True,True,source:eval_50032_low_aligned.mp4,source:eval_50032_low_conflict.mp4,5ac48d112b0816f32a7c12703563fb97fa3edb400ea913978688f96e23e44acb,16c62a7336e6399fd5829c2a46464b6a081f98ea2767adf3d5be6fda9bc0b827,17050032
eval_50064_low,eval_50064_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.008894758105679055,red,blue,0.00889751618245465,0.01464795857377075,-0.005750442391316101,True,True,source:eval_50064_low_aligned.mp4,source:eval_50064_low_conflict.mp4,42f359f31740daa069acf6b63a334689f4c95bf2701b3609294cbe5e072d0875,fa826bfc804fa331b619e4875c34bc9b2d7cf851239ef8ea30d1817132d89cd0,17050064
eval_50298_low,eval_50298_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.01522716962311263,red,blue,0.014955436928192596,0.020953953894182975,-0.005998516965990379,True,True,source:eval_50298_low_aligned.mp4,source:eval_50298_low_conflict.mp4,5e5bb1954e2cf259196243dce8ffd488c54ff7f1f48953d30a5cb2e1ebfa8ca3,8f7caca03719a4f9283030fa2e8e08e6c3845145d360eae9aff442c39f8f53b7,17050298
eval_50044_low,eval_50044_low,low,train,hist32,0.65,0.0,0.5,0.0,0.017074621849459255,red,blue,0.01776176180372728,0.022721826133799358,-0.0049600643300720774,True,True,source:eval_50044_low_aligned.mp4,source:eval_50044_low_conflict.mp4,80a4fe5bd419e722bba02ba859e004782de68233f6d5e99c5fd4431016c26ab0,2912816bf71e11d8dd8ba41830eeba16dd6c3179d12921f986b41b400c6fb8c0,17050044
eval_50246_low,eval_50246_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.013294381761817999,red,blue,0.013589024275197379,0.018857721075964687,-0.005268696800767308,True,True,source:eval_50246_low_aligned.mp4,source:eval_50246_low_conflict.mp4,da82526a3dd9c60bddedb581b9645a27b1328ec8ed2012edf888c8037c6c3452,b2bd284f3a662f71d6e00ea8687a9e05517d9c8f974ef84c4d92f49eec7f55da,17050246
eval_50161_low,eval_50161_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.014120502819669076,red,blue,0.014359154968982714,0.019634812904322486,-0.005275657935339772,True,True,source:eval_50161_low_aligned.mp4,source:eval_50161_low_conflict.mp4,f463d510c4a89d5ebc20369e2997b897d6233bb165337d65cf0fc01610d4b7c8,9542cf4a8ea7b8e212ee5839f07b464ead5db3e2f0839de31f27dbb2c548f1c5,17050161
eval_50289_low,eval_50289_low,low,train,hist32,0.65,0.0,0.5,0.0,0.005531147462119978,red,blue,0.005505533063934198,0.010996930557778445,-0.005491397493844247,True,True,source:eval_50289_low_aligned.mp4,source:eval_50289_low_conflict.mp4,2f6eed964be67b5ee3e411f1f70c201606423cc33d6ba0f53c3c1daad97463c0,2688f938c3d5e5fb6add23ef2f389bf0dd9b84cfde50c9ae1a4e02e20917daec,17050289
eval_50057_low,eval_50057_low,low,train,hist32,0.65,0.0,0.5,0.0,0.014935684726966734,red,blue,0.014950428534915563,0.02030278086953838,-0.0053523523346228185,True,True,source:eval_50057_low_aligned.mp4,source:eval_50057_low_conflict.mp4,593f61a36d3804e3b6689346c9ae6c5e5a2b8f99f698570caf2550475793b536,58077e20511dfab4230bec06802f0aa257b049fbe6a4f5ad4cdbcfeb69be8d1a,17050057
eval_50257_low,eval_50257_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.016179008259124644,red,blue,0.015972799900981972,0.02153389677520779,-0.005561096874225818,True,True,source:eval_50257_low_aligned.mp4,source:eval_50257_low_conflict.mp4,fe4383c0d6f4858f0fe54ef68fa6c6a6bede0fc6bb80efd36f8353b0d701cdb0,cd5fdca6f1aa04cc08c8ae6ccaf7af6f8c5d80b1aa07587dfaba2f9deb865e58,17050257
eval_50156_low,eval_50156_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.00783312111183486,red,blue,0.008062293867284987,0.01313886419313098,-0.005076570325845993,True,True,source:eval_50156_low_aligned.mp4,source:eval_50156_low_conflict.mp4,ee8373ccd47c150a6c5a515026283d05575c7188e2e5a7589758e72337e5e16a,99387a5a976259a0980c922f44553e64af373adfa137bb5236e87e068822a888,17050156
eval_50226_low,eval_50226_low,low,train,hist32,0.65,0.0,0.5,0.0,0.016711546831141396,red,blue,0.016747815625121946,0.022008496679910262,-0.005260681054788316,True,True,source:eval_50226_low_aligned.mp4,source:eval_50226_low_conflict.mp4,3700e5ddeb61ab9e72fd42e1f46f196968ae36b0cd20caa75dd68a8a94d01ee5,e4c2e97aef0c09c530e360f602871596fbf494e07eb086eca261cff8aeee026f,17050226
eval_50068_low,eval_50068_low,low,train,hist32,0.65,0.0,0.5,0.0,0.008302576929119301,red,blue,0.007920066725133592,0.013534094725205234,-0.005614028000071642,True,True,source:eval_50068_low_aligned.mp4,source:eval_50068_low_conflict.mp4,d570bcdb2b3fcfccac3023c489a12238b095561f7d79932c7ed04a755ec8ef56,478bb083450b429b276d7b8896563e67b1fdc63b8704f646f8ddbb6a60aed6d0,17050068
eval_50274_low,eval_50274_low,low,train,hist32,0.65,0.0,0.5,0.0,0.014549329864212281,red,blue,0.014812222597395522,0.019758490372519078,-0.004946267775123556,True,True,source:eval_50274_low_aligned.mp4,source:eval_50274_low_conflict.mp4,34b7f64bdb307e784a17330b6e3c3fcf9a838cb9f597cbf331bc547949db62dd,15ad3fd9f990d1e6e1f817b7fa5b7cb759a87e804b831c91fe8646d5fe3eeca0,17050274
eval_50316_low,eval_50316_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.016432461722628765,red,blue,0.01578288997628444,0.021614204176859934,-0.005831314200575494,True,True,source:eval_50316_low_aligned.mp4,source:eval_50316_low_conflict.mp4,cd3dfb07ac8e1142e100688c44294dc9ec4a98daa94e79bb18220000874f980b,b91c5df2bd91d56315d7c0a491beede42978903bb0020e235f22bd5dd4193e41,17050316
eval_50146_low,eval_50146_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.00593522170707521,red,blue,0.0061292427443607475,0.011101957571796073,-0.004972714827435326,True,True,source:eval_50146_low_aligned.mp4,source:eval_50146_low_conflict.mp4,051d0699517d8e9225628afca8885bb5d4255bdc73a7cb7a8b5486aa3075f6ce,4aac3673d877ace2d323f707d659329fe8779da04163b56f57d2e21e9a4d1b7d,17050146
eval_50178_low,eval_50178_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.017229663400812972,red,blue,0.016895079341908852,0.022381960370855845,-0.005486881028946993,True,True,source:eval_50178_low_aligned.mp4,source:eval_50178_low_conflict.mp4,49c6ea8fa6b16787bbd3a067e95a44b0eb96ee9930616fc21aba3f880f71bedf,541a9bd26a114cf4455c78fd208644f5ba2570fe035ca9d61f934ec8d7a550ae,17050178
eval_50060_low,eval_50060_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.005894401651397412,red,blue,0.006003853321373581,0.01102143680323288,-0.005017583481859299,True,True,source:eval_50060_low_aligned.mp4,source:eval_50060_low_conflict.mp4,907f4ce17429278a6dca71caa17e96331d3178cf0a91cfaaced154a671052f0b,a40b8fa24d920343ec706d8d18b0c609ff512b1009998c6565f3312a3d67bb7e,17050060
eval_50204_low,eval_50204_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.010085546178167065,red,blue,0.009887796076830428,0.015199802263388537,-0.0053120061865581086,True,True,source:eval_50204_low_aligned.mp4,source:eval_50204_low_conflict.mp4,54e592c5f25d2c4e69ebb70894bd448503e73142d685e3c6ab07c5d04dee0eb6,611dea1ffc02dbddab1b16a3d08b99984ad29beffb1e25ffd97d3aeb1335de1c,17050204
eval_50067_low,eval_50067_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.01709998591120215,red,blue,0.017172965214373385,0.022191077681429767,-0.005018112467056381,True,True,source:eval_50067_low_aligned.mp4,source:eval_50067_low_conflict.mp4,a1cb9b5d09e3effb462dac1d607494741f1219bea5c42db64a4d90f10ef123a1,fe44763f8ed3e0e153d4b09f60d4b1e8a2f31c3849dba806c7b32f801b445025,17050067
eval_50110_low,eval_50110_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.015194542695484623,red,blue,0.015076838461815038,0.020252063241660012,-0.005175224779844974,True,True,source:eval_50110_low_aligned.mp4,source:eval_50110_low_conflict.mp4,48e244a22ea2556f8265290a9ea8f90d2049c93b9254b25ec80a3d162e73d179,321d7df322d7e487d998b5018c2af9bdc1156ca44ab247d07299316f581e6155,17050110
eval_50281_low,eval_50281_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.01366498664374326,red,blue,0.013101727313543714,0.018680592288138755,-0.005578864974595041,True,True,source:eval_50281_low_aligned.mp4,source:eval_50281_low_conflict.mp4,1b43be3c24d62109a695a7c0fa917edb58b87859f01fdff89fc3a008d42a330e,7cfb8a856076a121709ddb95b0513408757f89b2b1a6bd20bcade2dbeff1e6bc,17050281
eval_50062_low,eval_50062_low,low,train,hist32,0.65,0.0,0.5,0.0,0.015377360985167936,red,blue,0.015441378394107218,0.020372243653159545,-0.004930865259052328,True,True,source:eval_50062_low_aligned.mp4,source:eval_50062_low_conflict.mp4,4dbb19a2d857bceaa94fb6b72953066bc9d77953e4d538b2dd32784cd8c17d21,1979b4814c06df5a1e5a770def9c430b9b1cc1113cc5236bf82c9964a5c3b731,17050062
eval_50022_low,eval_50022_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.016146214477300393,red,blue,0.0157886463276882,0.021072786592906158,-0.005284140265217958,True,True,source:eval_50022_low_aligned.mp4,source:eval_50022_low_conflict.mp4,8b389a6e59ad6fcda8e0a5a9cb2fce20e5267395328e15bb6c1221c5d0b71e46,f6438443a472d5419d393bbec7812fd5779832bbc378c354805efa367a51c034,17050022
eval_50157_low,eval_50157_low,low,train,hist32,0.65,0.0,0.5,0.0,0.016315865911531346,red,blue,0.016395770375768,0.02116414626408769,-0.00476837588831969,True,True,source:eval_50157_low_aligned.mp4,source:eval_50157_low_conflict.mp4,c93756769a204d4e38f1222424bf12c3b207b9b3cea54228d1606a65363296bd,141be5b90be2924214c9fa1e16f9f3f33a0c029c65ad073b75d678c19c4dfb1d,17050157
eval_50318_low,eval_50318_low,low,train,hist32,0.65,0.0,0.5,0.0,0.015848794358254106,red,blue,0.015863144097169598,0.020689051829604215,-0.004825907732434617,True,True,source:eval_50318_low_aligned.mp4,source:eval_50318_low_conflict.mp4,053a31fb7252624c3bfd1d53b96dd66c5337d2c84a9d0e6d7d043287cf5ee43d,89d5aacc34bb22b8e13f00da5164ea7ffee4a87b960eb2ec9b828dd754c2a37a,17050318
eval_50053_low,eval_50053_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.018471270957218754,red,blue,0.018120805768325563,0.023268571899069068,-0.005147766130743504,True,True,source:eval_50053_low_aligned.mp4,source:eval_50053_low_conflict.mp4,0ac82eb6bf6f10b496a3b6436b75526a67aa12d03294eb075d5b8f457e42f7f1,fb91425d7b1b4bffbbde9cc9d7c3fa11e30be22f5bf4627c8db1e47116c13462,17050053
eval_50013_low,eval_50013_low,low,train,hist32,0.65,0.0,0.5,0.0,0.017414317598493944,red,blue,0.01721655984396899,0.022181953574899,-0.0049653937309300095,True,True,source:eval_50013_low_aligned.mp4,source:eval_50013_low_conflict.mp4,f6060f5b81c4f4b0101219583cde307c10d3ff97eb7bc1b296c625bc231c3103,ec0e106ce4682f3a45a28c2b2e9d2bd41b0b7c722f9517df6c47a1995be29b13,17050013
eval_50209_low,eval_50209_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.013602031671591956,red,blue,0.013931596095711702,0.018276440832690328,-0.004344844736978626,True,True,source:eval_50209_low_aligned.mp4,source:eval_50209_low_conflict.mp4,49cffacfd1a74501807f768f3860480e813b9f2d2795f885a6c3f62914bcbb7a,c879e948ca7611c0a32da698dd519381683d37bdb446a79b792e3bf45b3b180c,17050209
eval_50034_low,eval_50034_low,low,heldout,hist32,0.65,0.0,0.5,0.0,0.01684377991700454,red,blue,0.016669812988946955,0.02151181316634574,-0.004842000177398786,True,True,source:eval_50034_low_aligned.mp4,source:eval_50034_low_conflict.mp4,4811b08dba16cb40e2df0f800d6decc34df1eee07bbe9d011970c598a9093681,2f9635c3ba93db99a466de5207d94ea25e081cb32265cfa6955e5e5bf9997471,17050034
eval_50208_low,eval_50208_low,low,train,hist32,0.65,0.0,0.5,0.0,0.022685937211471878,red,blue,0.02267303642168889,0.01803476888652308,0.004638267535165809,True,True,source:eval_50208_low_aligned.mp4,source:eval_50208_low_conflict.mp4,4f0359320da956a0da5764d682a13d124f631f097491ac667208d660a58eb706,1ca1f98e061e57d0dd0b653d6f7dfe5d384f87ee5297be8a87a86929f8071a0f,17050208
