sample_id,physical_state_id,history_regime,history_band,cue_u,omega_true,omega_hat,frequency_valid,appearance_r,appearance_g,appearance_b,appearance_hex,appearance_alpha_hat,color_valid,checkpoint_sha256,test_manifest_id,prediction_source
sample_070c04e50fcfe135382f,traj_7b79e80e7f2c7caac5dd,short,low,0.6,2.4349678309776857,4.85025,True,87.0,95.0,193.0,#575FC1,0.7909249467069018,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_070c04e50fcfe135382f.mp4
sample_077389320f0092317836,traj_96fd46fb0718ea1542c5,short,low,0.0,2.6579331699038335,2.6221250000000005,True,229.0,49.0,46.5,#E5312E,0.011682954513994629,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_077389320f0092317836.mp4
sample_079f0d15433baaf2c8ea,traj_476d49d12d64db8057e1,short,low,0.3,2.862396100873293,2.6221250000000005,True,199.0,59.0,67.0,#C73B43,0.14967747293818,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_079f0d15433baaf2c8ea.mp4
sample_07a9e88916ed3e851b9c,traj_96fd46fb0718ea1542c5,short,low,0.2,2.6579331699038335,2.6918750000000005,True,215.0,53.0,56.5,#D73538,0.07938595276985687,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_07a9e88916ed3e851b9c.mp4
sample_0824e9c3e79b7687a9ec,traj_a90cfb44cb0ebd17bb81,short,low,0.8,2.7945256401842733,5.292,True,56.0,95.0,225.5,#385FE2,0.9559605215802441,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0824e9c3e79b7687a9ec.mp4
sample_083b6dfaa3c084e68565,traj_ecb16afc37e1e6b355bc,short,low,0.7,2.7940586681461466,5.168,True,65.5,94.0,211.0,#425ED3,0.890915257052684,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_083b6dfaa3c084e68565.mp4
sample_084026179baa2008d669,traj_8cf53940c1f0076397fc,short,low,0.9,2.4132097386807385,5.2455,True,50.75,95.0,229.0,#335FE5,0.9761080811716176,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_084026179baa2008d669.mp4
sample_0874a5c910daff1da980,traj_885744aef2ce0e94e6f0,short,low,0.0,2.2999270450271156,2.57175,True,232.0,47.0,44.0,#E82F2C,-0.0016264776722682097,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0874a5c910daff1da980.mp4
sample_089ffa023ae27ca1ae68,traj_8cf53940c1f0076397fc,short,low,0.4,2.4132097386807385,2.366375,True,183.0,64.0,78.0,#B7404E,0.22109714570471473,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_089ffa023ae27ca1ae68.mp4
sample_08a10f55fe930b235117,traj_2c1f8cf89b616c9647fa,short,low,0.9,2.7072824327844685,5.175750000000001,True,51.0,95.0,229.75,#335FE6,0.9754090418316215,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_08a10f55fe930b235117.mp4
sample_08b5a5404ec6186a0ba9,traj_476d49d12d64db8057e1,short,low,0.2,2.862396100873293,2.6105,True,212.5,54.0,58.0,#D4363A,0.08715151850723957,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_08b5a5404ec6186a0ba9.mp4
sample_0907d8b181264d590789,traj_2b6df23bcb76e1181502,short,low,1.0,2.7600923222528033,5.257125,True,47.0,95.0,232.5,#2F5FE8,1.0006644334320756,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0907d8b181264d590789.mp4
sample_091224bd4317f4505b83,traj_2c1f8cf89b616c9647fa,short,low,0.8,2.7072824327844685,5.1370000000000005,True,57.0,95.0,224.5,#395FE0,0.9469353007945517,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_091224bd4317f4505b83.mp4
sample_0b243aba752f65bff2b7,traj_7f338a82b09ba45ad9e1,short,low,0.7,2.7143834692453486,5.125375,True,67.0,95.5,214.0,#4360D6,0.8964591235015642,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0b243aba752f65bff2b7.mp4
sample_0ba0723a61c326d5f61c,traj_5ddefb61de23613856e0,short,low,0.7,2.362815528688468,5.013,True,64.0,96.5,218.0,#4060DA,0.9139316464106753,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0ba0723a61c326d5f61c.mp4
sample_0bb815db5b12afc2e7c5,traj_543465fa1e7aae74c556,short,low,0.9,2.410583043493422,5.3423750000000005,True,51.75,95.0,229.0,#345FE5,0.9743777857755875,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0bb815db5b12afc2e7c5.mp4
sample_0bc60d3881e4dba3992a,traj_eec2e2b8d418666d2750,short,low,0.4,2.900096126690984,2.753875,True,178.5,67.25,85.0,#B24355,0.2568727333130312,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0bc60d3881e4dba3992a.mp4
sample_0cab7726dfb436319a75,traj_8f3af3f6ab65c4efdc29,short,low,1.0,2.484356864286717,5.85775,True,46.0,95.0,233.0,#2E5FE9,0.9960999141773483,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0cab7726dfb436319a75.mp4
sample_0ccf582b329f19b1e42f,traj_e42d2ccdef3087ffb4c3,short,low,0.0,2.505282600640549,2.3160000000000003,True,233.0,49.0,45.0,#E9312D,0.0,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0ccf582b329f19b1e42f.mp4
sample_0d135ab0ce104f624bb8,traj_e8cd4a736b29e45fb67a,short,low,0.5,2.2978387178433266,4.9045000000000005,True,121.0,93.0,144.0,#795D90,0.5717311259378202,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0d135ab0ce104f624bb8.mp4
sample_0d712e635c3a5c800a81,traj_f81a56aaf5070d15ea6b,short,low,0.7,2.4792776046256484,5.14475,True,70.0,96.0,213.5,#4660D6,0.8883440380941834,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0d712e635c3a5c800a81.mp4
sample_0db8c6df841cef005bcd,traj_60bba18e1b3a3cd997a3,short,low,0.7,2.23187215922204,5.071125,True,67.0,96.0,210.0,#4360D2,0.883184297223222,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0db8c6df841cef005bcd.mp4
sample_0dd9ceee345221dfef19,traj_f0a39f513bf057e7a6cc,short,low,0.4,2.358534303207702,3.30025,True,164.0,75.0,94.0,#A44B5E,0.31887267794357854,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0dd9ceee345221dfef19.mp4
sample_0dea6c5fa484f7d4c9b5,traj_109af7eecb9ad2995d2d,short,low,0.3,2.2802155397262442,2.378,True,201.0,58.0,68.0,#C93A44,0.15098903684837076,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0dea6c5fa484f7d4c9b5.mp4
sample_0e7f0403f05e7a4dfbf5,traj_668cdb0ad3a0d3f6068d,short,low,0.0,2.668734347150117,2.560125,True,230.5,50.0,48.0,#E63230,0.011350737797956867,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0e7f0403f05e7a4dfbf5.mp4
sample_0eb995bc68e9821269e7,traj_2b6df23bcb76e1181502,short,low,0.4,2.7600923222528033,2.9282500000000002,True,174.0,71.0,90.5,#AE475A,0.2799929403947842,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0eb995bc68e9821269e7.mp4
sample_0f51d7416b729ae24a6f,traj_3439d175383d3b1bea25,short,low,0.5,2.931301834858693,4.102375,True,121.0,93.0,141.0,#795D8D,0.5654259295146867,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0f51d7416b729ae24a6f.mp4
sample_0f916ed16f6eb4f0fc9e,traj_cf574a4b63e26c0a024f,short,low,0.4,2.3602318343001634,2.8120000000000003,True,177.0,67.0,83.0,#B14353,0.25202790620414717,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0f916ed16f6eb4f0fc9e.mp4
sample_0fc716a799077456e5d2,traj_7b79e80e7f2c7caac5dd,short,low,1.0,2.4349678309776857,5.171875,True,47.75,95.0,230.0,#305FE6,0.9863583510976994,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_0fc716a799077456e5d2.mp4
sample_118bb703e82ea07d8b6a,traj_8b48f45aad32719b7bec,short,low,0.9,2.4818515094167815,5.11375,True,54.5,96.0,219.0,#3660DB,0.9420904736856677,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_118bb703e82ea07d8b6a.mp4
sample_11fb597f9ea0fe58258b,traj_ecb16afc37e1e6b355bc,short,low,1.0,2.7940586681461466,5.25325,True,48.0,94.0,227.0,#305EE3,0.9779629578361618,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_11fb597f9ea0fe58258b.mp4
sample_123d8493455a5c4abe0d,traj_aa2f31adbda0cb0833aa,short,low,0.1,2.9188427558729515,2.7190000000000003,True,222.0,51.0,50.0,#DE3332,0.04098723734115889,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_123d8493455a5c4abe0d.mp4
sample_131ca863b0056e385346,traj_370b1a793e949268f334,short,low,0.7,2.385910976496889,5.39275,True,69.0,94.0,204.0,#455ECC,0.8630713435397691,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_131ca863b0056e385346.mp4
sample_133d203054d93ed95db7,traj_96fd46fb0718ea1542c5,short,low,0.1,2.6579331699038335,2.660875,True,223.0,51.0,51.0,#DF3333,0.040821128983140005,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_133d203054d93ed95db7.mp4
sample_133f776a719a05a7fa5b,traj_80f1c2a5d81bc44cba03,short,low,0.2,2.61158009418187,2.722875,True,220.5,55.0,56.0,#DC3738,0.06611112649151463,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_133f776a719a05a7fa5b.mp4
sample_13c146bc9b10546a2520,traj_7eb1f10fb7b5fbdc3a76,short,low,0.5,2.9871925339382104,3.6645000000000003,True,122.0,90.0,139.0,#7A5A8B,0.5614393289222336,True,0dd907676adebe24fd44b1e8feae808a2c7864615ac965a742e422f0cd721392,frequency_color_circle__low_frequency_circle_11color_64states_54708cc06a2d,runs/pendulum/unified_mechanism_v2/behavior/large_seed3407/short/low_frequency_11color_64states/prediction/predictions/sample_13c146bc9b10546a2520.mp4
