benchmark_version,sample_id,pair_id,base_pair_id,base_seed,split,gravity,gravity_interval,gravity_quantile,color_label,variant,x_boundary,y_boundary,vx_boundary,vy_boundary,fps,simulation_fps,frames,boundary_frame,prediction_start,position_at_boundary,velocity_at_boundary,video,trajectory,render_hash_without_ball
projectile_gravity_v3_fixedpos_freefall,eval_50002_high_aligned,eval_50002_high,eval_50002,50002,eval,0.05984931609265929,high,0.6749689133026949,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50002_high_aligned.mp4,eval_50002_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50002_high_conflict,eval_50002_high,eval_50002,50002,eval,0.05984931609265929,high,0.6749689133026949,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50002_high_conflict.mp4,eval_50002_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50003_low_aligned,eval_50003_low,eval_50003,50003,eval,0.023332338981242467,low,0.924197226420112,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50003_low_aligned.mp4,eval_50003_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50003_low_conflict,eval_50003_low,eval_50003,50003,eval,0.023332338981242467,low,0.924197226420112,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50003_low_conflict.mp4,eval_50003_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50003_high_aligned,eval_50003_high,eval_50003,50003,eval,0.06533233898124247,high,0.924197226420112,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50003_high_aligned.mp4,eval_50003_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50003_high_conflict,eval_50003_high,eval_50003,50003,eval,0.06533233898124247,high,0.924197226420112,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50003_high_conflict.mp4,eval_50003_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50004_low_aligned,eval_50004_low,eval_50004,50004,eval,0.011105217056557454,low,0.36841895711624784,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50004_low_aligned.mp4,eval_50004_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50004_low_conflict,eval_50004_low,eval_50004,50004,eval,0.011105217056557454,low,0.36841895711624784,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50004_low_conflict.mp4,eval_50004_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50004_high_aligned,eval_50004_high,eval_50004,50004,eval,0.05310521705655745,high,0.36841895711624784,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50004_high_aligned.mp4,eval_50004_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50004_high_conflict,eval_50004_high,eval_50004,50004,eval,0.05310521705655745,high,0.36841895711624784,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50004_high_conflict.mp4,eval_50004_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50005_low_aligned,eval_50005_low,eval_50005,50005,eval,0.007266470942510986,low,0.19393049738686297,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50005_low_aligned.mp4,eval_50005_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50005_low_conflict,eval_50005_low,eval_50005,50005,eval,0.007266470942510986,low,0.19393049738686297,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50005_low_conflict.mp4,eval_50005_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50005_high_aligned,eval_50005_high,eval_50005,50005,eval,0.049266470942510986,high,0.19393049738686297,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50005_high_aligned.mp4,eval_50005_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50005_high_conflict,eval_50005_high,eval_50005,50005,eval,0.049266470942510986,high,0.19393049738686297,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50005_high_conflict.mp4,eval_50005_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50006_low_aligned,eval_50006_low,eval_50006,50006,eval,0.024835897363773504,low,0.9925407892624319,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50006_low_aligned.mp4,eval_50006_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50006_low_conflict,eval_50006_low,eval_50006,50006,eval,0.024835897363773504,low,0.9925407892624319,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50006_low_conflict.mp4,eval_50006_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50006_high_aligned,eval_50006_high,eval_50006,50006,eval,0.0668358973637735,high,0.9925407892624319,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50006_high_aligned.mp4,eval_50006_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50006_high_conflict,eval_50006_high,eval_50006,50006,eval,0.0668358973637735,high,0.9925407892624319,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50006_high_conflict.mp4,eval_50006_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50007_low_aligned,eval_50007_low,eval_50007,50007,eval,0.019135497844274294,low,0.733431720194286,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50007_low_aligned.mp4,eval_50007_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50007_low_conflict,eval_50007_low,eval_50007,50007,eval,0.019135497844274294,low,0.733431720194286,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50007_low_conflict.mp4,eval_50007_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50007_high_aligned,eval_50007_high,eval_50007,50007,eval,0.0611354978442743,high,0.733431720194286,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50007_high_aligned.mp4,eval_50007_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50007_high_conflict,eval_50007_high,eval_50007,50007,eval,0.0611354978442743,high,0.733431720194286,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50007_high_conflict.mp4,eval_50007_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50008_low_aligned,eval_50008_low,eval_50008,50008,eval,0.012716991647999366,low,0.44168143854542574,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50008_low_aligned.mp4,eval_50008_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50008_low_conflict,eval_50008_low,eval_50008,50008,eval,0.012716991647999366,low,0.44168143854542574,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50008_low_conflict.mp4,eval_50008_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50008_high_aligned,eval_50008_high,eval_50008,50008,eval,0.05471699164799937,high,0.44168143854542574,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50008_high_aligned.mp4,eval_50008_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50008_high_conflict,eval_50008_high,eval_50008,50008,eval,0.05471699164799937,high,0.44168143854542574,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50008_high_conflict.mp4,eval_50008_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50009_low_aligned,eval_50009_low,eval_50009,50009,eval,0.020923718886327523,low,0.8147144948330692,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50009_low_aligned.mp4,eval_50009_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50009_low_conflict,eval_50009_low,eval_50009,50009,eval,0.020923718886327523,low,0.8147144948330692,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50009_low_conflict.mp4,eval_50009_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50009_high_aligned,eval_50009_high,eval_50009,50009,eval,0.06292371888632753,high,0.8147144948330692,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50009_high_aligned.mp4,eval_50009_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50009_high_conflict,eval_50009_high,eval_50009,50009,eval,0.06292371888632753,high,0.8147144948330692,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50009_high_conflict.mp4,eval_50009_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50010_low_aligned,eval_50010_low,eval_50010,50010,eval,0.007786734993212159,low,0.2175788633278254,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50010_low_aligned.mp4,eval_50010_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50010_low_conflict,eval_50010_low,eval_50010,50010,eval,0.007786734993212159,low,0.2175788633278254,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50010_low_conflict.mp4,eval_50010_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50010_high_aligned,eval_50010_high,eval_50010,50010,eval,0.04978673499321216,high,0.2175788633278254,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50010_high_aligned.mp4,eval_50010_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50010_high_conflict,eval_50010_high,eval_50010,50010,eval,0.04978673499321216,high,0.2175788633278254,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50010_high_conflict.mp4,eval_50010_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50011_low_aligned,eval_50011_low,eval_50011,50011,eval,0.013599032933182768,low,0.48177422423558025,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50011_low_aligned.mp4,eval_50011_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50011_low_conflict,eval_50011_low,eval_50011,50011,eval,0.013599032933182768,low,0.48177422423558025,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50011_low_conflict.mp4,eval_50011_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50011_high_aligned,eval_50011_high,eval_50011,50011,eval,0.05559903293318277,high,0.48177422423558025,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50011_high_aligned.mp4,eval_50011_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50011_high_conflict,eval_50011_high,eval_50011,50011,eval,0.05559903293318277,high,0.48177422423558025,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50011_high_conflict.mp4,eval_50011_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50012_low_aligned,eval_50012_low,eval_50012,50012,eval,0.012525382764279998,low,0.432971943830909,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50012_low_aligned.mp4,eval_50012_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50012_low_conflict,eval_50012_low,eval_50012,50012,eval,0.012525382764279998,low,0.432971943830909,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50012_low_conflict.mp4,eval_50012_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50012_high_aligned,eval_50012_high,eval_50012,50012,eval,0.05452538276428,high,0.432971943830909,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50012_high_aligned.mp4,eval_50012_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50012_high_conflict,eval_50012_high,eval_50012,50012,eval,0.05452538276428,high,0.432971943830909,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50012_high_conflict.mp4,eval_50012_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50013_low_aligned,eval_50013_low,eval_50013,50013,eval,0.017414317598493944,low,0.6551962544769974,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50013_low_aligned.mp4,eval_50013_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50013_low_conflict,eval_50013_low,eval_50013,50013,eval,0.017414317598493944,low,0.6551962544769974,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50013_low_conflict.mp4,eval_50013_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50013_high_aligned,eval_50013_high,eval_50013,50013,eval,0.05941431759849394,high,0.6551962544769974,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50013_high_aligned.mp4,eval_50013_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50013_high_conflict,eval_50013_high,eval_50013,50013,eval,0.05941431759849394,high,0.6551962544769974,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50013_high_conflict.mp4,eval_50013_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50014_low_aligned,eval_50014_low,eval_50014,50014,eval,0.022614128595001778,low,0.891551299772808,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50014_low_aligned.mp4,eval_50014_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50014_low_conflict,eval_50014_low,eval_50014,50014,eval,0.022614128595001778,low,0.891551299772808,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50014_low_conflict.mp4,eval_50014_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50014_high_aligned,eval_50014_high,eval_50014,50014,eval,0.06461412859500178,high,0.891551299772808,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50014_high_aligned.mp4,eval_50014_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50014_high_conflict,eval_50014_high,eval_50014,50014,eval,0.06461412859500178,high,0.891551299772808,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50014_high_conflict.mp4,eval_50014_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50015_low_aligned,eval_50015_low,eval_50015,50015,eval,0.02469411667584542,low,0.9860962125384282,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50015_low_aligned.mp4,eval_50015_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50015_low_conflict,eval_50015_low,eval_50015,50015,eval,0.02469411667584542,low,0.9860962125384282,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50015_low_conflict.mp4,eval_50015_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50015_high_aligned,eval_50015_high,eval_50015,50015,eval,0.06669411667584542,high,0.9860962125384282,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50015_high_aligned.mp4,eval_50015_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50015_high_conflict,eval_50015_high,eval_50015,50015,eval,0.06669411667584542,high,0.9860962125384282,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50015_high_conflict.mp4,eval_50015_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50016_low_aligned,eval_50016_low,eval_50016,50016,eval,0.024402419060996557,low,0.972837230045298,red,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50016_low_aligned.mp4,eval_50016_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50016_low_conflict,eval_50016_low,eval_50016,50016,eval,0.024402419060996557,low,0.972837230045298,blue,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50016_low_conflict.mp4,eval_50016_low.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50016_high_aligned,eval_50016_high,eval_50016,50016,eval,0.06640241906099656,high,0.972837230045298,blue,aligned,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50016_high_aligned.mp4,eval_50016_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
projectile_gravity_v3_fixedpos_freefall,eval_50016_high_conflict,eval_50016_high,eval_50016,50016,eval,0.06640241906099656,high,0.972837230045298,red,conflict,0.5,0.65,0.0,0.0,20,20,129,64,65,"[0.5, 0.65]","[0.0, 0.0]",eval_50016_high_conflict.mp4,eval_50016_high.npy,49d2c23dcbcc0ab24364ce9390adedd71ca8e548bf47387a531a5311c6d1060d
